8430db1ffffffff, 32.533289866011955, 129.60241564279514, 0.0800
8430dbbffffffff, 32.8166554935512, 129.8918294774858, 0.6636
8430db3ffffffff, 32.50399275890253, 130.05517168149032, 0.6100
844b66dffffffff, 32.78675237264726, 130.34542306740025, 0.9064
8430d97ffffffff, 33.09824362929273, 130.18194710816383, 0.6486
8430d95ffffffff, 33.127046510991576, 129.72842172235332, 0.4007
8430db9ffffffff, 32.84484848436504, 129.43915464814904, 0.6416
8430d83ffffffff, 33.15413408558248, 129.2758355563811, 0.7287
8430d9dffffffff, 33.435164752040876, 129.5649510364753, 0.4789
8430d91ffffffff, 33.40746345668905, 130.01840073779533, 0.4885
8430d99ffffffff, 33.71441109818928, 129.85478657753663, 0.8104
8430d9bffffffff, 33.68607908079413, 130.30907941640922, 0.9786
8430ca5ffffffff, 33.991853264952965, 130.14532998478086, 0.0450
8430ca7ffffffff, 33.96287387129504, 130.60044527675572, 0.0574
8430ca3ffffffff, 34.2378290456881, 130.89248563615962, 0.5984
8430ca1ffffffff, 34.26747211550872, 130.43656885817813, 0.3418
8430db7ffffffff, 32.21945959898615, 129.7656159216348, 0.6980
844b665ffffffff, 32.47299109433253, 130.50882600110472, 0.9788
844b75dffffffff, 31.903359720199134, 129.92875287187167, 0.4511
844b759ffffffff, 32.18906002594253, 130.21844572034846, 0.7256
844b755ffffffff, 31.58499295144602, 130.09182388684366, 0.9114
844b71dffffffff, 31.23066926651429, 130.70783280646458, 0.9204
844b757ffffffff, 31.552394837814045, 130.5447788798431, 0.1694
844b70bffffffff, 31.26436271573697, 130.2548263662681, 0.1376
844b719ffffffff, 31.51811131384792, 130.99857061278314, 0.4530
844b71bffffffff, 31.482136427383715, 131.45314432369932, 0.0472
844b711ffffffff, 31.195297616907418, 131.16165544572772, 0.9027
844b625ffffffff, 31.80377664531585, 131.28995838614108, 0.0158
844b621ffffffff, 32.087643374911366, 131.5819831856967, 0.2185
844b627ffffffff, 31.7671816268605, 131.745261801827, 0.2629
844b661ffffffff, 32.75513150525655, 130.7998811942993, 0.7947
844b62bffffffff, 32.36969038326165, 131.8746318815909, 0.2615
844b629ffffffff, 32.40584600214911, 131.4186113896512, 0.4180
844b605ffffffff, 32.68670973838033, 131.71117099247562, 0.0428
844b623ffffffff, 32.05041168609911, 132.03799468074106, 0.0563
844b607ffffffff, 32.6498973193413, 132.16789115760233, 0.0814
844b639ffffffff, 32.61134413964012, 132.62525292542912, 0.8526
844b63bffffffff, 32.57104637084438, 133.0831992473198, 0.2783
844b601ffffffff, 32.965729592087534, 132.0043497235694, 0.3925
844b603ffffffff, 32.92824460145457, 132.46174751393318, 0.0197
844b60bffffffff, 33.24288637326142, 132.29813414970303, 0.2911
844b609ffffffff, 33.27929981302301, 131.84070784467366, 0.2080
844b655ffffffff, 33.55526691269712, 132.13441539673167, 0.4380
844b643ffffffff, 33.59060580734909, 131.6769681005013, 0.4168
844b649ffffffff, 33.93214048077931, 131.05639817087132, 0.2394
844b641ffffffff, 33.62418343118454, 131.22022557997147, 0.8145
844b64bffffffff, 33.89964606467117, 131.51313308011885, 0.6738
844b65dffffffff, 33.86538434895688, 131.97059382920017, 0.8803
844b651ffffffff, 33.8293498271468, 132.42872369405737, 0.4639
844b65bffffffff, 34.10153126358844, 132.72361900398795, 0.5374
844b659ffffffff, 34.13827636061649, 132.2648289560777, 0.6125
842e6d3ffffffff, 34.0919984488374, 133.13220662053442, 0.9503
842e6d1ffffffff, 34.08103727071469, 133.5433854061429, 0.5496
842e699ffffffff, 34.43096064910161, 132.91638009656933, 0.5915
842e6d5ffffffff, 34.411275450211946, 133.7424271715729, 0.6225
842e6d7ffffffff, 34.42184442749945, 133.32810026966612, 0.9656
842e6c1ffffffff, 34.3856738904966, 134.57882419734318, 0.2082
