8309a9fffffffff, 62.806733390610326, 4.140340205348018, 0.8632
8309abfffffffff, 61.983741686070296, 5.270446481089175, 0.0505
830836fffffffff, 62.72723841518537, 6.062652226893117, 0.0969
830834fffffffff, 63.547790205398066, 4.93504229657345, 0.8418
830830fffffffff, 63.452796548421794, 6.880273103370711, 0.3700
830831fffffffff, 64.16036162786905, 7.724202590985023, 0.9759
830806fffffffff, 64.0257694894376, 9.646197906548808, 0.4550
830800fffffffff, 64.70000012793489, 10.536199075467657, 0.4712
830804fffffffff, 64.85250072045723, 8.749673994365354, 0.3439
830805fffffffff, 65.47224524766433, 10.345055476874641, 0.4919
830828fffffffff, 66.62340292648821, 12.088077712967987, 0.9393
83082afffffffff, 65.82558825690671, 12.221216248525467, 0.8829
83082efffffffff, 66.25873208109671, 10.138350472089625, 0.8057
830823fffffffff, 65.69248384857984, 8.432038136634482, 0.6863
830822fffffffff, 64.98558718371339, 6.910158235019765, 0.1440
830835fffffffff, 64.27085356641467, 5.756394036329909, 0.5034
8309a8fffffffff, 62.047745525909384, 3.371302784338422, 0.3213
8309aefffffffff, 61.270905974172685, 2.626970612379885, 0.3830
830985fffffffff, 60.443234898009294, 3.7587877917962174, 0.3230
8309aafffffffff, 61.22237734961306, 4.502778155653225, 0.4750
830980fffffffff, 59.60414480765171, 4.836943260722509, 0.7084
830986fffffffff, 58.80517909288326, 4.1165549189694906, 0.8163
830995fffffffff, 57.953771003518135, 5.145999267557064, 0.7743
830990fffffffff, 57.093359137530136, 6.128675030763966, 0.0066
830993fffffffff, 57.29524731100651, 7.930908293684206, 0.6767
830991fffffffff, 57.95106144339234, 6.8714433965642465, 0.3430
830982fffffffff, 58.754815413482675, 5.864453308742054, 0.5497
83099efffffffff, 58.143238885276936, 8.711606534933475, 0.4816
830998fffffffff, 58.97566347103951, 9.519746713993914, 0.2067
83099afffffffff, 58.30944522899033, 10.580162618281626, 0.6536
831f24fffffffff, 57.47200566126167, 9.762055379648784, 0.7013
831f20fffffffff, 56.7802229223756, 10.792008038724333, 0.2249
831f25fffffffff, 57.622673608307714, 11.618993223252208, 0.6743
831f23fffffffff, 56.06800649988765, 11.801412412521955, 0.0517
831f2efffffffff, 56.18795713464842, 13.631914277795769, 0.5852
831f21fffffffff, 56.915461865875656, 12.636228754147833, 0.4061
831f2afffffffff, 55.4403417502264, 14.606145024731703, 0.2434
831f0cfffffffff, 54.67283458647246, 15.559061783456409, 0.3273
831f01fffffffff, 54.582914761789795, 13.758629062237537, 0.0783
831f00fffffffff, 54.46692533861172, 11.974482143680012, 0.8736
831f05fffffffff, 55.33550771822244, 12.790269462772397, 0.7944
831f04fffffffff, 55.20452539704515, 10.99291144510189, 0.4007
831f28fffffffff, 56.28102136810148, 15.479832107585247, 0.1949
831f2bfffffffff, 55.51839347308023, 16.43712832638013, 0.0281
831f76fffffffff, 55.569153042056215, 18.27962963978878, 0.4997
831f70fffffffff, 55.592242807965434, 20.12991902532103, 0.9675
